mnet_name,patch_size,pretraining_epochs,n_samples,theta_val,sigmaRui_sq,wssb_Lung_test_loss,wssb_Lung_test_loss_mse,wssb_Lung_test_loss_kl,wssb_Lung_test_mse_rec,wssb_Lung_test_psnr_rec,wssb_Lung_test_ssim_rec,wssb_Lung_test_mse_gt_h,wssb_Lung_test_mse_gt_e,wssb_Lung_test_mse_gt,wssb_Lung_test_psnr_gt_h,wssb_Lung_test_psnr_gt_e,wssb_Lung_test_psnr_gt,wssb_Lung_test_ssim_gt_h,wssb_Lung_test_ssim_gt_e,wssb_Lung_test_ssim_gt,wssb_Breast_test_loss,wssb_Breast_test_loss_mse,wssb_Breast_test_loss_kl,wssb_Breast_test_mse_rec,wssb_Breast_test_psnr_rec,wssb_Breast_test_ssim_rec,wssb_Breast_test_mse_gt_h,wssb_Breast_test_mse_gt_e,wssb_Breast_test_mse_gt,wssb_Breast_test_psnr_gt_h,wssb_Breast_test_psnr_gt_e,wssb_Breast_test_psnr_gt,wssb_Breast_test_ssim_gt_h,wssb_Breast_test_ssim_gt_e,wssb_Breast_test_ssim_gt,wssb_Colon_test_loss,wssb_Colon_test_loss_mse,wssb_Colon_test_loss_kl,wssb_Colon_test_mse_rec,wssb_Colon_test_psnr_rec,wssb_Colon_test_ssim_rec,wssb_Colon_test_mse_gt_h,wssb_Colon_test_mse_gt_e,wssb_Colon_test_mse_gt,wssb_Colon_test_psnr_gt_h,wssb_Colon_test_psnr_gt_e,wssb_Colon_test_psnr_gt,wssb_Colon_test_ssim_gt_h,wssb_Colon_test_ssim_gt_e,wssb_Colon_test_ssim_gt
mobilenetv3s,224,1,60000,0.9,0.05,89.19905376434326,889.8013076782227,0.24324951134622097,0.00015370090477517806,27.27317190170288,0.9537639915943146,0.0005418285945779644,0.00030644300204585306,0.00042413581104483455,23.577556610107422,23.092336177825928,23.334946155548096,0.9261467307806015,0.7015796303749084,0.8138631731271744,463.33675384521484,4618.7552490234375,1.6235711773236592,0.0004785239337555443,24.04080645243327,0.9437835613886515,0.0016159816295839846,0.0009813115854437153,0.0012986465978125732,19.724417050679524,20.010165532430012,19.86729113260905,0.8822062412897745,0.7062057058016459,0.7942059735457102,7.163235196045467,68.95400483267647,0.29759401295866283,0.0002027166202814052,27.220255987984793,0.9702489418642861,0.0010903648487458537,0.0006579628742266712,0.0008741638427766572,21.523315157209122,20.828909192766464,21.176112174987793,0.9035731426307133,0.5827544288975852,0.7431637857641492
mobilenetv3s,224,1,60000,0.8,0.05,233.81487655639648,1167.4242248535156,0.41253720223903656,0.0001131070912379073,29.084917068481445,0.9716144502162933,0.0005206252244533971,0.00029769590764772147,0.0004091605660505593,24.054988861083984,23.213463306427002,23.634225845336914,0.9337193518877029,0.6897044628858566,0.8117119371891022,554.3854738871256,2686.954305013021,21.24324642618497,0.00030334140319610015,27.245709737141926,0.9599275787671407,0.0015397889073938131,0.0008605810871813446,0.0012001849827356637,20.081061045328777,20.576451301574707,20.328755696614582,0.8894782066345215,0.7231608927249908,0.8063195546468099,16.251498290470668,80.34208869934082,0.2288500778377056,0.00015475828955199437,28.901424135480607,0.9752890935965947,0.0010135428955046727,0.0006197972460150984,0.0008166700780358431,21.977407455444336,21.117101396833146,21.547254153660365,0.9089440788541522,0.5787848574774606,0.7438644639083317
mobilenetv3s,224,1,60000,0.7,0.05,228.58340072631836,759.2620391845703,1.1496752873063087,0.00011708822057698853,28.70245361328125,0.9695639461278915,0.00048454942589160055,0.0002971210196847096,0.0003908352227881551,24.36232900619507,23.054232597351074,23.708280563354492,0.9359364360570908,0.68793685734272,0.8119366466999054,1254.095179239909,4144.7456461588545,15.244879831870398,0.00043461133221474785,24.105692545572918,0.952479233344396,0.001449278264772147,0.0009322842185307915,0.0011907812440767884,20.389960289001465,19.96869691212972,20.179328282674152,0.8870113690694174,0.6855507493019104,0.7862810492515564,29.058476209640503,94.18941933768136,1.1452138384005852,0.0001662451748935772,28.241017750331334,0.9744177290371486,0.0009427634421237079,0.000616073263310162,0.0007794183537563575,22.208070073808944,20.867209434509277,21.53763975415911,0.9067214684826987,0.5679761788674763,0.7373488162245069
mobilenetv3s,224,1,60000,0.6,0.05,417.6978454589844,1043.8717041015625,0.24861175194382668,9.300544115831144e-05,29.781301975250244,0.9723874926567078,0.00037577741022687405,0.00024408772151218727,0.00030993256950750947,25.6264328956604,23.77246379852295,24.699448108673096,0.9472710192203522,0.7384218275547028,0.8428464233875275,1301.9080632527669,3243.008845011393,7.840779423713684,0.00037034644386343035,25.951008160909016,0.9517636696497599,0.0011778143331563722,0.0006935730101152634,0.0009356936886130521,21.621593475341797,21.400307019551594,21.510950406392414,0.9007725318272909,0.7441698412100474,0.8224711815516154,47.69954674584525,117.72992760794503,1.0126245319843292,0.00014517632787049348,29.461715834481375,0.9832069533211845,0.0007980135872328122,0.0005296325180097483,0.0006638230552198365,23.13231154850551,21.465247426714217,22.298779215131486,0.9251255350453513,0.6112790831497737,0.7682023176125118
mobilenetv3s,224,1,60000,0.5,0.05,318.469669342041,631.6268119812012,5.31253844499588,7.651835403521545e-05,30.687448501586914,0.9751187860965729,0.0002655470816534944,0.00020059896633028984,0.0002330730203539133,27.23561143875122,24.493704319000244,25.864657878875732,0.9551115334033966,0.7763471007347107,0.8657293170690536,1489.4373779296875,2958.802042643229,20.072730233271916,0.0003133541249553673,25.75455315907796,0.9545490443706512,0.0008032426218657444,0.0006656311452388763,0.0007344368835523104,23.473543485005695,20.953382809956867,22.21346314748128,0.9086061914761862,0.7290585140387217,0.8188323477904002,32.39052064078195,59.56480721064976,5.216234051755497,9.108350189178185e-05,30.829084668840682,0.9796038951192584,0.0005610421576420777,0.00045036234015632156,0.0005057022499386221,24.63479028429304,22.027716772896902,23.331253460475377,0.9325178861618042,0.6379978486469814,0.7852578631469181
mobilenetv3s,224,1,60000,0.4,0.05,819.2675476074219,1355.8486328125,14.395833492279053,0.00011547175745363347,29.648178577423096,0.9889459311962128,0.00030431125560426153,0.00017085831495933235,0.00023758479073876515,25.57102060317993,25.034114360809326,25.30256748199463,0.941385954618454,0.8408051580190659,0.8910955488681793,2137.1060994466147,3543.5100911458335,27.49974822998047,0.0003051500946943027,27.879472096761067,0.947166899840037,0.0007508039076734955,0.000509303092258051,0.0006300535023910925,23.66446876525879,22.174105962117512,22.919287363688152,0.9259389936923981,0.7709208031495413,0.8484298884868622,85.8585649217878,136.2473417009626,10.275391067777361,0.00018505333251336457,28.572785922459193,0.9850818089076451,0.0005532780591498262,0.00037593084146335187,0.0004646044523854341,23.53010872432164,22.694459778921946,23.112284387860978,0.9285329239709037,0.687175452709198,0.8078541883400508
mobilenetv3s,224,1,60000,0.3,0.05,534.2818069458008,761.1601943969727,4.898943901062012,7.377566726063378e-05,30.841533184051514,0.9856115430593491,0.00017948419917956926,0.00017529475553601515,0.0001773894764482975,27.3170747756958,24.957139015197754,26.137106895446777,0.9526708722114563,0.8845754116773605,0.9186231344938278,1217.7670796712239,1735.125752766927,10.596869707107544,0.0001813081095557815,29.385009765625,0.9656179050604502,0.0003722181427292526,0.0004291021662841861,0.00040066015208140016,25.579994201660156,23.114723841349285,24.34735870361328,0.9391005138556162,0.8200831909974416,0.8795918623606364,51.81052235194615,71.70272323063442,5.395386031695774,9.664782737672795e-05,31.05703435625349,0.9842827660696847,0.0003620620248381913,0.00039076482166170275,0.00037641342350980267,25.03320258004325,22.550121579851425,23.79166180746896,0.9385584465094975,0.7185244517666953,0.8285414533955711
mobilenetv3s,224,1,60000,0.2,0.05,566.6054763793945,707.00341796875,5.013666570186615,7.02482011547545e-05,31.08259153366089,0.9732963293790817,0.0001841241064539645,0.00020707798830699176,0.00019560104919946752,27.289806365966797,24.673705577850342,25.98175621032715,0.9558472782373428,0.8682960122823715,0.912071630358696,2251.300221761068,2811.248565673828,11.506667137145996,0.0003241507292841561,25.463839530944824,0.9558960795402527,0.00043919228482991457,0.0007136766944313422,0.0005764344872053092,24.730358123779297,21.22671890258789,22.978538513183594,0.9229297935962677,0.7569450835386912,0.839937428633372,65.95399917875018,81.01624202728271,5.7050158977508545,0.00011861702400243043,30.696585246494838,0.9766342086451394,0.0003671529406606818,0.00044186246980513843,0.0004045077075716108,24.92708832877023,22.226042883736746,23.576565470014298,0.9362498053482601,0.6998556362731116,0.8180527176175799
mobilenetv3s,224,1,60000,0.1,0.05,484.71273040771484,537.8330383300781,6.629968762397766,4.558260206977138e-05,33.00769233703613,0.9838961213827133,0.0001968611941265408,0.00018766003813652787,0.00019226061704102904,27.034478187561035,24.729214191436768,25.881845951080322,0.9524796009063721,0.8321345895528793,0.8923071026802063,1939.5643412272136,2154.473103841146,5.385962088902791,0.00019327998476607414,27.48442840576172,0.9560572107632955,0.0004416158189997077,0.000660440952439482,0.0005510283808689564,24.774041811625164,20.977017402648926,22.875529607137043,0.9189016421635946,0.7296800414721171,0.8242908418178558,77.43701049259731,85.37347003391811,6.008911507470267,9.59359650940834e-05,30.520509583609446,0.9824842810630798,0.00041236855447225807,0.0004213826910667454,0.00041687562458849115,24.404991694859095,22.257516860961914,23.331254141671316,0.932292423077992,0.6621696054935455,0.7972310142857688
mobilenetv3s,224,1,60000,0.0,0.05,444.2898254394531,444.2898254394531,13.52408480644226,3.5456593195704045e-05,33.70051860809326,0.981040820479393,0.00026964581047650427,0.000267712715867674,0.0002686792649910785,25.4200701713562,23.84727716445923,24.633673667907715,0.9440730661153793,0.7548205256462097,0.8494467884302139,2256.2660624186196,2256.2660624186196,38.313595612843834,0.00018887474228298137,28.608849207560223,0.9630279342333475,0.0006984221642293657,0.001098584015077601,0.0008985030678256104,21.41052754720052,20.773603439331055,21.09206549326579,0.8855013847351074,0.6983488202095032,0.7919251024723053,105.32360158647809,105.32360158647809,15.485280513763428,0.000136547898884081,29.892415046691895,0.9824285762650626,0.0005503701145893761,0.0005964375346333586,0.0005734038308479025,22.70087800707136,21.250566755022323,21.975722312927246,0.9200793078967503,0.5971835787807193,0.7586314422743661
mobilenetv3s,224,1,60000,1.0,0.05,0.05197762371972203,770.7315063476562,0.05197762371972203,0.00018773344345390797,26.29216718673706,0.9351710230112076,0.0005626170604955405,0.0003124667055089958,0.00043754187936428934,23.209470748901367,23.092751026153564,23.151110649108887,0.9064452201128006,0.6761060357093811,0.7912756353616714,0.40170691612487036,6063.9512939453125,0.40170691612487036,0.0010305035781736176,19.855667114257812,0.9184753696123759,0.0018548360094428062,0.001299044806122159,0.0015769404320356746,18.547231674194336,18.72594960530599,18.6365909576416,0.7954338788986206,0.5989195505777994,0.6971767048041025,0.13352548484856794,69.29666083199638,0.13352548484856794,0.000257430413122555,25.804824692862375,0.9478078697408948,0.0011399308880624761,0.000664827081241778,0.0009023789836127045,21.012229783194407,20.78166730063302,20.896948678152903,0.8647439309528896,0.5404232314654759,0.7025835769517081
